gender,race/ethnicity,parental level of education,lunch,test preparation course,m1 score,m2 score,physics score,m3 score,m4 score,DS score,CO score,LD score,SOM score,ED score,OS-1 score,OS-2 score,MICRO-1score,MICRO-2 score,Chemistry score,EC score,Electrical SCi score,C++ score,Java score,OR Score,IM score
female,group D,some college,standard,completed,75,77,83,36,43,69,53,72,35,46,35,63,86,70,70,90,71,69,41,64,49
female,group E,some high school,free/reduced,none,74,74,72,41,96,90,66,38,71,58,91,81,53,68,84,57,56,45,48,64,52
male,group C,high school,standard,completed,58,52,54,78,85,70,45,74,45,71,98,86,50,74,39,77,89,79,36,96,82
female,group C,some college,standard,none,62,69,69,88,42,95,45,83,78,46,91,49,57,55,38,50,53,43,57,53,66
male,group E,associate's degree,standard,none,72,57,62,79,99,73,87,66,73,35,64,64,96,76,71,74,50,71,52,67,66
male,group C,some college,standard,none,84,87,81,69,78,63,46,82,69,75,39,80,98,73,78,36,74,68,99,56,46
female,group D,master's degree,standard,none,92,100,100,39,78,51,63,99,79,93,82,47,71,74,57,93,37,67,55,70,96
female,group D,high school,standard,none,45,63,59,36,59,38,48,36,70,36,92,36,96,100,87,67,76,72,43,60,93
male,group C,high school,standard,none,75,81,71,63,79,35,68,84,40,59,68,84,73,50,70,63,53,57,68,96,63
female,group A,some college,standard,none,56,58,64,49,88,62,39,42,59,80,94,51,78,71,71,43,87,81,80,79,92
female,group D,some high school,free/reduced,none,48,54,53,79,95,62,79,52,77,47,91,71,88,46,43,85,67,93,65,75,57
female,group E,associate's degree,standard,none,100,100,100,97,61,82,96,36,69,39,95,39,85,63,64,72,43,83,98,93,79
female,group C,some high school,free/reduced,completed,65,76,75,52,95,70,55,90,46,80,82,54,93,38,72,58,38,70,53,93,55
male,group D,some college,standard,none,72,57,58,70,55,84,71,59,94,40,87,64,66,52,59,40,76,60,96,58,76
female,group D,some college,standard,none,62,70,72,36,42,62,38,94,43,69,51,81,56,97,80,38,96,39,54,57,45
male,group A,some high school,standard,completed,66,68,64,64,96,68,100,66,36,79,47,57,78,77,35,35,82,49,75,47,59
male,group C,some college,standard,none,63,63,60,37,45,52,87,74,88,56,62,90,54,100,63,51,43,39,68,72,61
female,group E,associate's degree,standard,none,68,76,67,91,86,47,48,44,84,45,59,87,56,76,59,54,94,48,47,42,89
female,group B,bachelor's degree,standard,none,75,84,80,84,82,41,64,60,84,67,48,69,43,79,89,41,52,73,42,84,42
female,group D,bachelor's degree,standard,none,89,100,100,70,97,49,77,91,97,79,68,97,69,93,72,87,91,81,42,70,47
male,group C,some high school,standard,completed,78,72,69,76,41,80,82,100,98,95,66,41,94,76,57,57,96,79,82,64,66
female,group A,high school,free/reduced,completed,53,50,60,56,39,50,68,98,85,98,42,40,98,47,57,63,41,72,56,90,98
female,group D,some college,free/reduced,none,49,65,61,82,77,65,67,48,100,46,74,60,74,83,77,60,66,81,74,47,66
female,group A,some college,standard,none,54,63,67,76,39,50,71,51,94,87,94,43,59,97,81,93,59,74,78,39,85
female,group C,some college,standard,completed,64,82,77,58,49,55,36,69,92,37,55,49,61,70,66,47,66,98,44,53,52
male,group B,some college,free/reduced,completed,60,62,60,91,51,82,61,82,35,44,37,48,80,57,77,92,73,84,45,85,38
male,group C,associate's degree,standard,none,62,65,58,74,69,58,64,87,69,57,85,85,59,42,88,66,52,76,99,97,88
male,group D,high school,standard,completed,55,41,48,76,42,55,53,79,36,73,44,96,68,39,57,40,41,87,77,76,62
female,group C,associate's degree,standard,none,91,95,94,95,60,79,78,72,80,36,93,59,64,82,45,71,36,51,61,83,53
female,group B,high school,free/reduced,none,8,24,23,95,40,58,82,38,63,91,76,93,61,51,58,85,85,84,78,74,38
male,group D,some high school,standard,none,81,78,78,93,91,60,64,50,38,43,35,58,76,35,35,64,90,90,91,80,52
male,group B,some high school,standard,completed,79,85,86,91,98,53,90,69,47,78,80,84,46,81,57,54,48,66,75,88,54
female,group A,some college,standard,completed,78,87,91,91,63,68,40,82,92,74,66,48,35,62,56,72,74,39,36,38,74
female,group C,some high school,standard,none,74,75,82,90,36,57,80,40,77,58,47,36,75,75,89,51,78,78,100,98,89
male,group A,high school,standard,none,57,51,54,80,98,62,41,69,77,78,73,42,54,38,77,76,62,58,61,62,91
female,group C,associate's degree,standard,none,40,59,51,55,91,84,59,44,55,57,53,82,45,100,66,64,55,57,72,62,59
male,group E,some high school,standard,completed,81,75,76,39,49,97,45,97,83,77,42,77,42,68,81,54,84,98,93,94,61
female,group A,some high school,free/reduced,none,44,45,45,80,46,36,37,44,38,81,63,40,49,58,75,99,93,58,89,72,69
female,group D,some college,free/reduced,completed,67,86,83,93,65,50,53,77,61,55,51,61,93,76,38,70,54,93,82,45,88
male,group E,high school,free/reduced,completed,86,81,75,78,82,35,95,96,43,96,52,50,51,75,69,63,97,90,86,99,46
female,group B,some high school,standard,completed,65,82,78,99,81,43,82,47,94,58,40,43,37,39,36,61,77,94,55,65,70
female,group D,associate's degree,free/reduced,none,55,76,76,99,98,86,50,71,63,92,92,41,73,35,69,67,91,36,57,89,84
female,group D,bachelor's degree,free/reduced,none,62,72,74,55,97,50,72,41,47,93,91,89,97,89,86,59,76,53,87,76,51
male,group A,high school,standard,none,63,63,62,50,53,58,80,44,80,53,46,68,67,78,88,38,91,43,52,55,72
female,group E,master's degree,standard,completed,88,99,95,63,92,77,44,70,76,70,41,56,87,66,90,79,88,70,55,47,45
male,group C,high school,free/reduced,none,62,55,55,71,54,93,48,38,81,93,66,93,65,64,46,77,70,57,94,36,81
female,group C,high school,free/reduced,completed,59,71,65,59,74,69,80,38,74,69,77,70,55,98,81,46,41,74,100,54,76
female,group D,some college,standard,completed,68,78,77,80,44,93,59,72,62,65,44,82,67,53,48,92,44,35,64,37,47
female,group D,some college,free/reduced,none,77,86,86,61,71,71,80,56,47,79,78,36,68,87,96,66,89,38,62,41,55
