gender,race/ethnicity,parental level of education,lunch,test preparation course,,m1 score,physics score,m2 score,m3 score,DS score,CO score,LD score,SOM score,ED score,OS-1 score,OS-2 score,MICRO-1score,MICRO-2 score,Chemistry score,EC score,Electrical SCi score,C++ score,Java score,OR Score,IM score,SUB1,SUB2,SUB3,SUB4,SUB5,SUB6,SUB7,SUB8,SUB9,SUB10,SUB11,SUB12,SUB13,SUB14,SUB15,SUB16,SUB17,SUB18,SUB19,SUB20,SUB21,SUB22,SUB23,SUB24,SUB25,SUB26,SUB27,SUB28,SUB29,SUB30,SUB31,Result2,Result
female,group B,associate's degree,free/reduced,none,52,76,70,49,79,73,36,36,91,95,51,35,64,97,55,60,64,91,96,82,64,83,57,64,85,62,78,88,93,40,99,91,75,62,51,39,91,64,42,65,89,53,54,38,40,40,50,82,93,95,54,82,6,8
female,group B,some high school,standard,none,70,64,72,72,85,42,68,60,77,38,93,77,97,81,64,68,53,74,79,59,89,59,90,44,66,74,84,86,42,77,95,85,66,78,62,99,48,64,93,88,93,41,55,63,77,37,49,99,72,94,64,99,7,9
female,group D,associate's degree,free/reduced,completed,77,89,98,45,86,56,52,74,64,40,88,88,67,78,39,51,97,48,73,85,71,51,63,74,75,59,40,40,48,63,62,66,60,100,87,82,100,71,50,46,47,63,58,75,81,45,79,35,56,98,37,70,6,0
male,group C,high school,standard,none,62,55,49,100,89,35,41,57,91,88,99,46,62,93,100,76,78,89,44,46,81,97,53,76,90,45,44,63,47,85,48,88,67,64,80,50,53,85,56,78,92,92,60,100,37,80,76,86,75,59,44,70,6,1
male,group A,associate's degree,standard,none,54,53,47,76,82,44,94,67,81,80,73,100,87,35,49,45,91,77,59,95,65,59,99,47,49,51,97,94,82,37,42,60,89,64,70,37,77,79,55,96,36,55,50,93,69,60,72,55,46,40,43,73,6,2
female,group D,some college,standard,none,51,58,54,62,48,42,77,80,63,37,57,38,86,67,48,46,43,97,100,44,53,82,95,83,94,40,91,79,36,89,63,41,82,92,79,65,47,57,56,91,54,96,78,84,63,90,46,99,87,83,78,52,6,3
female,group E,bachelor's degree,standard,completed,99,100,100,86,87,65,74,37,69,59,58,60,62,57,84,99,48,69,91,99,74,79,49,60,71,35,63,83,78,68,89,36,79,35,94,39,64,73,84,38,95,54,65,94,74,40,61,51,58,80,100,43,6,4
male,group C,high school,standard,none,84,77,74,36,80,48,85,50,48,64,87,92,58,71,89,72,49,78,50,95,41,93,44,43,89,62,88,44,94,89,96,63,35,75,44,55,42,71,98,68,87,75,65,52,39,40,62,64,85,40,59,41,6,5
female,group B,bachelor's degree,free/reduced,none,75,85,82,71,81,43,35,67,53,92,58,70,62,89,73,73,76,39,97,76,77,61,83,78,79,95,45,99,78,50,88,52,77,85,52,39,82,61,90,80,72,79,76,80,58,54,75,76,93,55,62,90,7,6
female,group D,bachelor's degree,standard,none,78,82,79,84,62,41,94,72,64,77,50,74,92,46,63,64,71,97,39,79,56,56,86,70,57,80,52,40,55,35,55,59,71,71,74,83,55,66,80,70,55,69,60,68,83,96,99,95,64,44,69,55,6,7
female,group D,some high school,standard,none,51,63,61,98,61,97,80,41,78,55,69,70,66,92,38,91,92,62,53,84,81,75,69,62,45,47,40,49,43,98,66,35,65,72,53,94,73,69,48,95,53,46,71,83,74,70,86,68,75,39,93,43,6,8
female,group C,some college,standard,none,55,69,65,85,91,80,57,59,83,47,58,61,77,35,83,59,81,77,83,79,76,74,97,59,85,56,43,83,69,81,95,95,87,95,65,69,73,84,90,56,45,63,53,95,96,71,44,40,49,42,61,96,7,9
female,group C,bachelor's degree,standard,completed,79,92,89,86,93,47,84,83,67,44,89,42,49,91,53,68,88,76,40,35,62,70,63,99,51,38,78,75,84,35,44,40,98,89,52,86,69,86,85,44,86,90,37,89,73,38,94,90,47,68,63,90,6,0
male,group B,associate's degree,standard,completed,91,89,92,75,67,61,52,73,59,68,93,51,41,82,74,54,43,86,70,77,51,73,100,40,79,92,46,75,81,64,87,90,82,71,37,69,38,46,44,59,92,58,71,56,63,52,47,69,94,35,55,72,6,1
female,group C,some college,standard,completed,88,93,93,66,74,40,52,94,45,49,98,65,77,94,50,63,45,67,94,72,84,52,84,91,60,76,95,65,74,70,96,89,71,66,100,54,42,78,93,71,94,38,71,54,45,75,75,61,90,75,61,81,7,2
male,group D,high school,free/reduced,none,63,57,56,50,56,97,64,94,71,35,53,38,35,53,94,91,98,91,62,52,96,38,81,75,61,91,53,55,79,63,52,88,68,84,50,66,39,47,41,57,74,79,35,56,61,44,36,66,94,93,51,76,6,3
male,group E,some college,standard,none,83,80,73,100,79,56,76,41,52,95,43,52,44,82,48,36,38,44,51,74,52,97,53,86,40,66,59,89,71,80,75,39,40,100,99,57,61,54,63,36,100,36,87,77,65,64,95,63,71,95,77,59,6,4
female,group B,high school,standard,none,87,95,86,79,42,72,88,65,42,69,86,45,51,57,77,100,80,64,69,93,56,45,78,59,93,98,58,42,83,36,58,51,70,35,92,70,74,37,74,82,93,79,36,77,48,43,70,35,94,52,58,47,6,5
male,group B,some high school,standard,none,72,68,67,35,52,98,65,69,74,92,72,59,70,36,89,85,58,36,93,69,45,53,86,82,97,98,73,44,50,60,62,53,50,46,99,69,62,95,89,97,59,44,56,68,83,62,97,85,36,85,98,75,6,6
male,group D,some college,standard,completed,65,77,74,80,76,44,57,72,69,81,85,87,70,47,76,37,100,86,36,87,57,90,53,75,76,77,77,49,88,45,82,47,82,96,54,81,53,57,80,50,68,36,86,58,51,75,46,75,78,90,88,74,6,7
male,group D,master's degree,standard,none,82,82,74,58,62,40,89,68,67,43,80,55,69,50,53,100,66,55,85,84,50,65,61,71,68,55,74,62,76,94,61,72,61,40,79,61,94,72,77,40,87,64,47,88,48,68,40,62,57,74,97,75,6,8
female,group A,bachelor's degree,standard,none,51,49,51,67,39,38,95,46,91,67,88,47,98,49,45,68,35,86,58,86,72,76,77,36,98,35,81,37,37,39,93,64,49,62,81,47,41,71,41,67,57,98,47,69,39,75,75,77,94,40,36,55,6,9
male,group D,master's degree,standard,none,89,84,82,93,49,47,87,62,39,56,81,72,87,48,68,86,35,80,56,52,40,38,45,57,98,68,36,74,57,58,57,72,49,47,62,95,40,43,40,47,98,75,100,70,42,77,90,57,36,83,39,61,6,0
male,group C,some high school,free/reduced,completed,53,37,40,72,88,97,81,100,79,86,52,73,85,79,75,93,59,100,50,65,96,62,87,68,47,57,78,72,71,44,44,50,84,72,91,94,98,85,44,62,40,63,93,68,98,62,35,38,56,78,42,53,6,1
male,group E,some college,free/reduced,completed,87,74,70,77,35,48,58,82,86,88,90,71,79,69,43,75,66,79,35,77,98,82,85,55,36,98,42,96,67,72,84,43,55,79,65,84,44,52,99,61,97,97,67,64,47,96,85,57,61,60,82,36,6,2
female,group C,some college,standard,completed,75,81,84,82,73,48,93,51,55,94,70,40,53,39,89,48,68,47,49,39,51,45,96,42,80,99,60,73,47,49,48,72,79,85,60,76,85,70,39,46,86,40,62,38,72,47,38,52,45,65,79,86,6,3
male,group D,bachelor's degree,free/reduced,completed,74,79,75,81,91,68,35,78,78,65,65,73,46,98,61,68,78,81,59,66,80,61,70,82,64,54,92,64,87,85,44,52,48,89,59,91,42,58,84,82,75,54,44,73,57,40,54,69,74,52,88,93,6,4
male,group C,bachelor's degree,standard,none,58,55,48,99,44,94,76,68,76,42,93,51,75,60,44,41,76,71,73,57,50,78,78,73,88,56,99,95,68,49,82,83,60,80,79,45,87,91,57,53,79,83,73,64,65,82,41,65,65,92,71,91,6,5
male,group B,some high school,standard,completed,51,54,41,67,90,83,51,35,40,59,70,35,35,46,63,37,35,60,59,51,86,90,49,47,98,87,52,68,73,56,75,68,96,42,36,87,74,87,94,48,83,40,43,74,57,38,35,84,95,81,68,90,6,6
male,group E,high school,standard,none,70,55,56,69,38,45,91,96,55,69,70,60,65,62,49,98,64,42,100,60,76,49,78,43,54,90,76,89,39,100,83,60,47,47,66,96,68,53,39,83,73,93,97,86,83,39,96,71,73,57,84,56,6,7
female,group C,associate's degree,standard,none,59,66,67,65,37,58,95,98,54,57,72,44,66,50,74,85,87,91,81,83,40,45,61,47,43,94,94,64,57,78,89,75,90,72,36,82,42,74,94,35,82,54,93,86,62,85,61,95,40,79,50,74,6,8
male,group D,some college,standard,completed,71,61,69,44,47,88,68,37,57,43,72,93,70,57,62,62,48,92,54,46,79,49,59,87,50,92,60,77,47,55,46,62,71,60,71,69,68,60,36,97,93,90,79,37,35,63,94,94,95,57,55,93,6,9
female,group D,some high school,standard,none,76,72,71,90,40,74,95,76,40,89,52,74,44,99,91,74,55,91,47,83,93,60,35,79,47,43,68,79,69,100,89,82,78,40,57,76,92,67,67,75,40,89,99,78,58,71,44,60,47,61,90,53,6,0
female,group C,some college,free/reduced,none,59,62,64,77,69,99,40,88,73,40,85,60,86,57,37,57,68,100,74,43,47,88,61,41,35,93,84,63,93,99,91,77,94,96,39,80,76,88,57,92,37,74,84,37,93,99,50,100,53,48,51,91,7,1
female,group E,some college,free/reduced,completed,42,55,54,84,58,67,37,88,98,76,71,84,68,72,73,68,85,95,53,84,48,76,63,48,43,93,65,60,36,82,71,61,50,95,39,70,43,91,52,68,63,54,94,78,95,43,59,41,90,50,84,73,6,2
male,group A,high school,standard,none,57,43,47,62,72,96,47,100,48,56,65,61,92,63,66,80,42,63,87,67,76,51,55,84,73,94,62,93,86,42,59,77,39,88,100,81,35,46,41,58,74,92,52,97,89,59,100,49,67,95,48,67,6,3
male,group D,some college,standard,none,88,73,78,99,53,85,83,81,89,60,55,92,54,77,64,43,97,55,44,98,82,41,58,47,60,53,88,52,42,78,44,53,48,36,75,41,73,66,58,94,47,38,87,85,46,94,39,83,97,87,57,57,6,4
female,group C,some college,free/reduced,none,22,39,33,45,71,100,88,97,58,79,80,74,41,81,76,37,83,48,70,74,65,55,52,71,87,91,81,81,99,38,67,36,63,88,82,58,38,61,76,79,85,43,82,46,60,71,55,49,39,66,60,67,6,5
male,group B,some high school,standard,none,88,84,75,93,97,35,72,43,86,87,53,42,86,43,91,93,94,51,67,86,87,41,52,67,37,92,47,77,97,95,58,99,87,95,75,39,77,42,49,42,54,37,67,57,39,46,84,44,85,66,49,46,6,6
male,group C,associate's degree,free/reduced,none,73,68,66,96,61,91,79,41,51,54,89,75,52,58,58,98,60,68,72,46,69,58,62,40,97,98,77,51,93,76,44,46,88,40,41,96,73,82,93,36,35,49,45,40,38,59,78,49,97,48,63,82,6,7
female,group D,bachelor's degree,standard,completed,68,75,81,62,98,99,70,97,78,42,59,55,79,65,94,57,56,38,48,50,93,46,80,36,73,43,40,40,85,55,44,78,46,51,88,91,56,44,89,93,87,70,86,65,40,71,40,81,65,77,60,40,6,8
male,group E,associate's degree,free/reduced,completed,100,100,93,89,71,79,49,73,92,66,68,95,76,65,51,53,62,49,76,40,86,69,83,95,98,40,74,40,84,43,96,75,74,83,64,99,42,54,35,46,79,56,51,70,85,35,94,94,58,88,53,96,7,9
male,group A,some high school,standard,completed,62,67,69,40,65,81,50,61,66,80,88,77,58,76,94,82,58,78,54,45,38,64,90,44,88,84,63,48,91,70,78,85,68,41,45,52,71,73,53,52,99,79,42,66,48,88,41,54,51,71,82,95,6,0
male,group A,bachelor's degree,standard,none,77,67,68,99,76,71,46,74,78,72,58,54,93,43,57,49,99,72,65,70,72,39,53,93,98,71,94,37,97,59,78,67,40,51,63,42,77,75,78,66,70,88,71,84,66,82,83,79,93,80,89,57,7,1
female,group B,associate's degree,standard,completed,59,70,66,78,73,58,69,53,35,70,97,91,84,84,90,59,79,73,38,59,64,46,40,38,86,93,38,52,39,84,58,78,40,52,36,60,51,69,85,78,35,81,94,44,56,76,52,79,69,95,95,66,6,2
male,group D,bachelor's degree,standard,none,54,49,47,58,80,44,63,91,62,96,74,93,55,70,54,76,57,37,92,85,35,56,89,92,48,55,99,80,81,79,66,79,43,83,41,61,77,57,37,98,79,38,50,99,73,67,83,79,78,83,64,82,6,3
male,group D,some high school,standard,none,62,67,61,45,40,68,92,98,64,84,67,95,66,51,57,93,41,36,41,78,78,87,100,73,64,56,46,84,89,62,89,100,37,81,60,50,62,93,55,44,79,58,57,41,71,56,57,57,91,57,66,88,6,4
female,group C,some college,standard,completed,70,89,88,78,51,87,41,57,55,37,100,87,74,54,68,67,67,58,75,77,41,94,65,81,94,68,71,48,53,37,79,59,73,64,82,66,52,35,81,79,85,87,49,65,98,56,56,87,79,51,51,94,6,5
female,group E,high school,free/reduced,completed,66,74,78,66,40,64,86,55,47,66,90,71,72,75,50,87,79,41,57,92,53,46,38,57,45,51,58,50,51,61,94,75,81,50,82,80,51,42,99,54,43,39,94,98,45,65,76,89,48,80,38,68,6,6
male,group B,some college,free/reduced,none,60,60,60,53,40,40,53,63,45,70,49,45,64,47,92,41,49,78,44,66,90,36,83,78,59,62,43,54,52,65,63,91,74,43,96,49,80,35,36,83,88,66,49,89,54,77,44,35,83,40,73,45,6,7
female,group B,associate's degree,standard,completed,61,86,87,44,53,49,86,40,48,41,64,76,75,45,83,35,47,88,36,100,55,54,63,37,65,54,38,80,52,54,92,67,78,93,42,77,51,90,95,64,83,50,75,94,50,71,81,99,57,58,58,59,6,8
male,group D,associate's degree,free/reduced,none,66,62,64,56,63,40,77,62,80,77,61,49,57,68,100,61,48,72,81,99,53,81,71,51,83,49,88,73,81,70,76,73,87,51,55,63,51,40,45,69,66,38,73,42,86,100,72,49,47,98,82,38,6,9
male,group B,associate's degree,free/reduced,completed,82,78,74,62,85,73,56,47,59,70,38,90,69,71,67,92,57,35,70,71,92,65,60,91,38,71,47,72,39,59,71,46,88,52,70,56,100,36,59,86,65,38,95,81,39,66,57,91,50,43,97,93,6,0
female,group E,some college,free/reduced,completed,75,88,85,42,81,97,72,79,87,88,99,36,78,95,91,42,72,96,49,74,51,56,78,41,87,82,47,47,39,65,93,82,83,55,50,59,51,64,83,39,68,55,46,95,74,58,44,98,90,45,64,88,6,1
male,group B,master's degree,free/reduced,none,49,53,52,44,43,39,54,99,95,39,36,69,99,38,79,46,62,90,62,67,40,85,40,39,86,73,61,73,49,37,71,91,96,81,53,42,67,97,73,53,84,41,39,81,98,37,75,94,45,84,53,85,6,2
male,group C,high school,standard,none,52,53,49,36,38,78,95,90,70,77,90,59,64,93,77,80,41,89,44,50,97,46,88,100,71,69,76,90,67,38,59,64,50,36,53,67,78,90,97,88,53,98,73,64,44,43,71,70,37,65,86,51,6,3
female,group E,master's degree,standard,none,81,92,91,75,70,70,74,60,61,94,82,62,55,77,98,91,35,69,95,38,86,67,59,63,97,70,45,80,52,44,98,86,80,83,44,85,100,60,62,39,68,73,38,100,63,79,68,95,90,59,60,63,7,4
female,group C,bachelor's degree,standard,completed,96,100,100,96,42,70,91,89,40,45,74,57,55,67,87,50,49,52,93,78,49,81,60,74,81,57,93,83,84,69,46,70,66,75,51,39,37,89,87,35,49,53,54,90,49,90,80,66,39,88,62,64,6,5
male,group C,high school,free/reduced,completed,53,51,51,95,38,80,42,87,66,96,93,54,92,35,93,84,75,95,56,43,35,67,74,62,68,84,73,91,60,62,95,35,47,96,45,99,85,93,93,79,80,86,94,63,85,63,64,38,59,37,47,82,6,6
female,group B,master's degree,free/reduced,completed,58,76,78,86,98,46,69,38,46,83,91,98,74,86,92,90,84,45,62,70,94,41,37,44,100,92,41,81,94,96,75,67,85,61,58,38,53,78,83,49,96,79,56,98,41,54,81,62,35,56,36,94,6,7
female,group B,high school,standard,completed,68,83,78,100,56,90,72,52,39,54,93,67,85,56,83,60,47,51,40,45,71,70,36,37,55,77,76,66,87,40,55,70,94,53,66,39,36,55,78,80,58,64,96,46,78,85,94,74,49,40,51,42,6,8
female,group C,some college,free/reduced,completed,67,75,70,76,52,56,37,64,80,75,41,74,36,66,43,97,48,42,81,72,87,99,90,76,55,76,39,96,91,60,53,89,40,59,76,43,46,83,57,71,59,40,73,75,69,43,53,52,55,80,62,56,6,9
male,group A,high school,standard,completed,72,73,74,55,70,72,48,61,52,40,84,76,61,64,70,73,67,92,54,45,82,91,41,67,63,82,91,87,87,67,66,71,52,35,58,82,79,86,86,99,83,45,60,70,97,81,46,99,56,82,98,49,7,0
male,group E,some high school,standard,none,94,88,78,68,48,62,66,46,40,79,58,70,83,61,96,47,78,49,78,49,72,59,53,96,91,93,76,99,70,72,39,93,63,46,71,83,37,64,59,62,38,84,64,64,96,81,52,89,83,52,74,46,6,1
female,group D,some college,standard,none,79,86,81,70,71,53,35,79,42,73,43,90,39,61,40,68,38,75,55,81,99,89,94,54,81,46,74,64,51,95,89,66,96,43,73,70,52,60,90,35,48,76,38,52,98,54,93,35,43,97,100,63,6,2
female,group C,associate's degree,standard,none,63,67,70,73,93,51,58,97,80,96,53,76,84,58,61,90,81,94,63,54,46,62,38,57,49,94,75,100,62,74,66,89,63,47,62,55,40,84,62,96,52,100,83,66,48,59,88,100,48,56,94,74,7,3
female,group C,bachelor's degree,free/reduced,completed,43,51,54,59,38,35,65,51,63,81,89,67,49,36,43,98,83,75,35,36,56,96,37,80,80,88,63,99,98,38,64,40,79,80,66,36,76,67,78,75,91,70,72,62,90,58,44,81,44,84,57,68,6,4
female,group C,master's degree,standard,completed,81,91,87,37,91,88,66,89,70,55,85,63,92,71,48,35,88,47,46,68,44,71,50,77,58,94,59,67,38,85,62,50,65,52,75,35,100,35,78,96,38,75,43,56,96,100,94,93,60,90,45,38,6,5
female,group B,high school,free/reduced,completed,46,54,58,54,95,73,77,90,95,44,74,95,58,59,89,90,67,59,35,65,81,89,68,68,73,97,86,99,86,65,80,88,73,78,79,75,40,91,62,96,67,97,41,40,81,53,76,84,53,90,60,83,7,6
female,group C,associate's degree,standard,completed,71,77,77,53,97,82,61,100,94,98,44,60,78,45,89,89,50,99,37,79,53,55,52,48,90,47,54,100,99,76,80,67,52,43,67,76,54,37,61,36,85,80,68,50,55,47,76,99,87,52,72,46,6,7
female,group B,master's degree,free/reduced,completed,52,70,62,94,50,48,66,100,66,91,85,84,66,93,64,50,76,86,57,63,70,69,48,36,93,43,80,66,99,81,92,59,42,93,79,61,56,88,81,83,74,76,88,84,78,40,58,41,98,79,42,39,6,8
female,group D,some high school,standard,completed,97,100,100,49,55,84,48,49,36,42,55,71,36,79,84,58,47,91,72,44,75,94,75,50,35,52,83,59,59,49,35,51,86,66,89,37,43,69,77,90,65,54,98,94,45,69,60,57,48,38,96,84,6,9
male,group C,master's degree,free/reduced,completed,62,68,75,45,71,97,99,47,94,89,96,48,89,55,73,89,42,69,80,66,95,55,43,50,47,71,85,86,85,93,100,60,79,59,64,60,73,61,82,76,89,99,66,36,57,93,75,76,66,48,80,51,7,0
female,group C,some college,free/reduced,none,46,64,66,51,68,38,67,46,99,99,93,88,88,49,35,79,71,96,35,70,36,63,54,97,52,59,38,86,100,86,62,90,72,77,42,89,90,93,97,35,80,92,94,52,47,89,46,46,56,86,41,42,6,1
female,group E,high school,standard,none,50,50,47,76,46,99,84,55,62,57,68,67,49,55,67,94,73,58,99,89,92,39,83,99,92,83,55,51,51,79,38,62,83,51,82,78,99,41,93,79,84,88,70,59,65,57,71,95,67,75,57,39,6,2
female,group D,associate's degree,standard,none,65,69,70,59,37,99,38,62,99,74,89,85,57,76,61,96,41,58,77,39,39,49,48,71,79,95,83,73,83,80,96,47,40,87,79,51,50,62,76,96,63,79,83,81,84,58,66,55,72,60,75,78,6,3
male,group C,some high school,free/reduced,completed,45,52,49,76,92,54,65,38,83,66,89,55,84,46,86,43,83,75,37,78,64,75,45,93,81,55,90,94,97,83,46,98,91,95,69,56,50,86,86,83,63,56,45,92,94,89,72,68,100,66,60,69,7,4
male,group C,associate's degree,free/reduced,completed,65,67,65,55,88,78,51,46,67,95,45,68,53,65,95,69,73,38,52,51,54,71,89,66,57,67,61,74,50,49,80,89,76,80,93,87,55,88,67,42,93,89,51,62,54,87,51,51,75,78,94,57,6,5
male,group E,high school,standard,none,80,76,65,55,51,46,82,47,91,92,42,75,77,99,67,82,51,53,79,62,67,88,39,91,36,36,68,39,68,49,93,48,95,58,69,57,64,79,80,84,35,85,69,46,82,84,66,45,88,36,66,42,6,6
male,group D,some high school,standard,completed,62,66,68,64,59,71,51,81,43,52,64,58,57,35,67,98,64,72,49,88,68,66,89,76,87,53,44,39,98,59,51,56,44,36,59,96,68,58,51,51,98,54,61,64,71,82,76,36,62,70,51,63,6,7
male,group B,some high school,free/reduced,none,48,52,45,42,47,45,90,58,46,49,68,63,38,89,63,78,38,95,80,67,56,63,79,46,61,56,70,80,86,96,73,58,45,49,84,78,55,60,98,84,59,63,58,61,47,61,100,79,77,58,87,65,6,8
female,group C,bachelor's degree,standard,none,77,88,87,41,68,87,62,58,93,78,37,37,59,55,55,54,66,95,41,72,59,66,38,90,55,57,42,57,99,82,47,64,71,44,78,86,42,40,92,91,95,63,84,54,59,74,95,41,61,73,46,44,6,9
female,group E,associate's degree,standard,none,66,65,69,70,91,40,43,92,79,72,100,84,53,48,57,38,35,92,80,73,85,40,90,45,79,63,50,72,39,78,91,89,82,81,38,87,90,57,37,43,46,100,92,71,78,77,70,62,51,58,39,95,6,0
male,group D,some college,standard,completed,76,83,79,76,74,45,85,66,41,36,47,73,91,39,59,40,94,56,62,93,83,57,48,63,76,68,79,80,46,90,53,83,68,82,91,54,69,55,52,83,62,60,93,59,97,93,96,81,92,95,58,89,7,1
female,group B,some high school,standard,none,62,64,66,63,39,85,39,74,39,87,61,68,64,62,77,85,76,46,53,55,38,37,83,64,91,100,41,41,44,98,71,64,65,56,69,54,63,69,36,72,76,87,82,42,81,89,78,51,72,39,47,40,6,2
male,group D,some college,standard,completed,77,62,62,55,52,57,54,63,97,56,100,88,90,43,50,57,87,68,77,52,45,82,89,68,47,59,49,79,70,68,75,83,52,97,60,44,47,94,58,85,76,89,96,57,94,82,50,76,97,85,67,39,6,3
female,group C,master's degree,standard,completed,69,84,85,93,98,96,66,89,46,59,77,59,88,95,40,54,50,78,43,60,39,59,45,53,57,70,52,66,54,51,71,74,60,78,74,99,38,38,40,39,75,90,79,47,70,43,50,79,100,78,73,75,6,4
male,group D,associate's degree,standard,none,61,55,52,57,69,79,36,42,69,100,40,74,93,61,85,69,94,75,62,83,50,72,65,63,81,42,55,93,92,45,93,79,69,38,41,85,86,46,59,38,90,92,96,88,98,90,83,98,39,35,54,82,6,5
male,group C,some high school,free/reduced,completed,59,69,65,85,42,75,41,91,85,90,70,93,42,98,100,63,58,94,73,60,90,35,79,81,35,96,66,41,85,91,46,90,91,62,60,61,51,96,88,55,58,90,48,67,81,52,36,64,76,42,62,95,6,6
male,group E,high school,free/reduced,none,55,56,51,90,47,51,39,76,92,76,65,35,67,85,55,77,46,36,95,91,74,62,99,51,51,84,75,45,77,41,62,76,75,54,88,83,83,63,96,69,75,78,52,89,92,62,68,76,79,56,56,74,6,7
female,group B,some college,free/reduced,none,45,53,55,97,72,67,100,81,98,58,95,82,37,53,45,69,68,94,44,69,90,87,58,95,42,59,65,62,79,76,95,36,82,38,97,82,64,58,84,66,36,56,41,50,69,49,73,63,68,44,79,68,6,8
female,group B,bachelor's degree,free/reduced,none,78,79,76,82,63,57,66,86,68,59,85,98,81,94,69,46,55,79,58,77,45,71,65,53,71,85,85,42,94,94,35,82,69,52,81,81,92,49,51,87,53,79,86,73,58,79,96,99,50,71,59,88,7,9
female,group C,associate's degree,standard,completed,67,84,86,90,71,70,67,75,99,96,74,70,71,37,52,89,44,57,88,35,66,39,67,40,74,97,79,90,79,79,49,74,61,70,41,77,35,65,82,62,98,93,38,36,37,35,88,79,41,78,76,47,6,0
female,group D,some college,free/reduced,none,65,81,77,59,93,81,45,87,64,99,35,99,66,79,91,50,35,77,72,76,42,82,70,99,62,40,79,96,49,75,37,52,51,36,82,98,83,47,88,63,88,64,48,52,74,41,97,37,64,65,72,73,6,1
male,group C,associate's degree,standard,none,69,77,69,97,43,78,97,43,90,93,78,38,63,49,84,62,72,91,52,90,60,73,52,81,36,96,98,50,67,72,48,56,43,71,89,90,77,47,62,94,87,65,36,78,63,60,81,80,40,54,70,81,6,2
female,group B,associate's degree,standard,none,57,69,68,48,85,44,72,47,55,83,51,75,93,93,51,66,50,77,99,90,72,80,36,81,64,35,44,46,39,49,62,43,69,52,93,62,48,52,78,73,76,58,66,65,59,92,38,85,78,66,73,37,6,3
male,group C,some college,standard,none,59,41,42,68,86,51,76,75,94,78,84,92,39,46,60,55,63,70,71,98,97,39,72,51,82,44,77,68,84,42,75,35,43,88,69,44,39,50,48,56,54,75,59,97,98,91,87,56,49,88,44,41,6,4
male,group D,some high school,standard,completed,74,71,78,75,35,79,55,95,89,36,48,41,43,76,47,97,44,78,85,75,93,69,35,46,84,58,90,91,70,39,87,37,39,95,63,99,95,73,77,77,77,57,44,55,100,50,90,65,63,74,66,92,6,5
male,group E,bachelor's degree,standard,none,82,62,62,64,80,40,72,78,66,91,99,43,43,41,55,39,91,78,46,53,79,75,95,70,65,85,79,84,83,94,88,53,92,48,76,66,68,40,35,35,67,68,86,85,39,48,75,44,37,97,39,41,6,6
male,group E,high school,standard,completed,81,80,76,88,50,90,77,62,80,92,69,58,90,41,91,100,36,39,58,92,97,55,38,56,73,66,40,90,74,52,62,96,61,60,55,76,63,66,86,92,67,52,82,68,44,50,40,94,54,44,45,58,6,7
female,group B,some college,free/reduced,none,74,81,76,84,83,81,80,40,47,36,63,37,95,47,53,81,67,62,80,51,77,97,48,81,70,61,57,74,80,48,89,72,62,66,63,97,93,97,100,68,64,95,36,91,80,54,84,40,97,74,51,71,7,8
female,group B,some college,free/reduced,none,58,61,66,48,78,87,99,50,78,81,82,97,45,42,73,64,73,86,84,39,61,60,89,94,40,35,71,59,36,98,83,93,38,49,56,39,100,45,56,87,54,77,85,82,47,72,79,99,87,85,40,51,6,9
male,group D,some high school,free/reduced,completed,80,79,79,46,67,60,83,59,79,84,75,99,50,69,39,60,90,61,95,95,48,53,35,37,91,77,72,60,58,94,82,62,67,49,56,61,91,88,43,71,83,69,75,38,79,70,41,71,72,78,72,78,6,0
male,group C,some college,free/reduced,none,35,28,27,95,47,95,90,89,98,99,47,74,59,49,41,38,81,59,77,77,54,62,84,39,91,80,82,91,40,54,46,99,52,82,68,79,63,82,44,49,58,93,63,98,86,90,48,49,68,62,51,57,6,1
female,group C,high school,free/reduced,none,42,62,60,86,94,96,51,90,89,37,94,99,53,67,49,78,45,59,68,42,95,76,93,85,77,90,59,75,41,76,93,90,49,47,39,82,64,78,99,53,80,71,97,80,85,42,87,62,82,65,56,52,7,2
male,group C,associate's degree,free/reduced,completed,60,51,56,61,88,85,53,100,95,95,39,48,81,73,79,48,66,81,45,40,67,84,57,62,91,87,93,40,44,80,69,65,72,58,50,53,86,45,89,95,99,49,72,49,95,96,94,56,92,79,37,78,6,3
